	header	desc	author	date
1415	‘Crypto Winter’ Sparks Coinbase Stock Crash As Bitcoin, Ether And Other Major Cryptocurrencies Crater	Coinbase stock hit a record low after management revealed the firm’s first net loss as a publicly traded company.	Jonathan Ponciano	May 11, 2022
1416	Mainland Investor Enthusiasm Returns	Asian equities had a mixed night as Hong Kong and China outperformed led by growth stocks and sectors.	Brendan Ahern	May 11, 2022
1417	New Fintech Offers Rare Pink Diamond To Retail Investors For $200 Per Share	Fintech startups are opening doors to fractionalized assets previously inaccessible to investors, if they can stomach the fees.	Hank Tucker	May 11, 2022
1418	Is Goldman Sachs Stock Fairly Priced?	The asset management division suffered due to net losses in equity investments and lower lending and debt investments revenues.	Trefis Team	May 11, 2022
1419	The Tax Break Commercial Real Estate Investors Might Need After Covid-19	The COVID-19 pandemic has had a dramatic impact on commercial real estate values, and in some cases resulted in property no longer being able to support the debt with which it is encumbered. Favorable rules could allow the cancellation of debt income to be deferred for federal income tax purposes.	Lynn Mucenski Keck	May 11, 2022
1420	Here’s Who Qualifies For Automatic Student Loan Forgiveness Under New Biden Programs	Over the course of the last year, the Biden administration has enacted a series of student loan forgiveness initiatives, and much of it is being enacted automatically. Here's where things stand.	Adam S. Minsky	May 11, 2022
1421	3 Things That Won’t Speed Up Your IRS Refund Check	While the U.S. is moving away fast from Russian energy imports, the EU—one of Russia’s crucial trading partners—is taking more time to ween itself off Russian gas, oil and coal despite heightened scrutiny of the country that invaded Ukraine at the end of February.	John F. Wasik	May 11, 2022
1422	Analyzing Texas Instruments’ Dividend Growth Potential	Texas Instruments (TXN) is the featured stock from April's Dividend Growth Stocks Model Portfolio.	David Trainer	May 11, 2022
1423	Student Loan Forgiveness Inches Closer: Should You Do Anything?	Broad student loan forgiveness is again gaining traction, but what should borrowers be doing to prepare?	Robert Farrington	May 11, 2022
1424	Is Palantir Stock’s 20% Drop An Opportunity To Buy?	While the commercial business continued to fare well, with revenue rising 54% to $205 million, driven by growth in the U.S., investors appear to be concerned about a slowdown in Palantir’s government business, which saw sales rise just about 16% year-over-year to $242 million, marking a slowdown ...	Trefis Team	May 11, 2022
1425	5 Habits That Can Kickstart Success In Business And In Life	Have you ever wondered why some people seem to be dealt all the right cards in life? Is it luck? Chance? Good fortune? The reality is that success isn’t the result of dumb luck or fate. No one is predestined for success or failure at birth. Success is largely about our choices and habits.	Ron Carson	May 11, 2022
1426	2 Dividends That Crush Inflation Right Now	The retirement-income battle never ends!	Brett Owens	May 11, 2022
1427	With Mortgage Rates At Decade Highs, What’s The Outlook Like For Housing Stocks?	Now the fundamentals of the housing market have remained quite solid thus far, with demand remaining strong, given the strong labor market, rising wages, and demand for larger homes following the Covid-19 pandemic.	Trefis Team	May 11, 2022
1428	Inflation Spiked Worse-Than-Expected 8.3% In April—But Have Surging Prices Finally Peaked?	Fueled by record gas prices, inflation has been running at the hottest level in 40 years, but new data shows the worst may be over.	Jonathan Ponciano	May 11, 2022
1429	What To Expect From Beyond Meat’s Stock Post Q1?	Beyond Meat stock (NASDAQ : BYND), a plant-based meat alternative, is scheduled to report its fiscal first-quarter results on Wednesday, May 11.	Trefis Team	May 11, 2022
1430	Student Loans May Get Canceled, But More Limits Mean You Might Not Qualify	Wide-scale student loan forgiveness may not be as wide-scale as you think.	Zack Friedman	May 11, 2022
1431	84% Below Peak, Coinbase Stock To Fall As Stablecoin Breaks The Buck	Bitcoin is not an inflation hedge and with Coinbase down 84% from its peak, the stock has further to fall.	Peter Cohan	May 11, 2022
1432	Luna Nosedives Under $2, Loses 98% Of Its Value As TerraUSD Struggles To Regain Its Dollar Peg	Following a day in which teetering stablecoin TerraUST (UST) bounced around $.90, it resumed its free-fall overnight to approach $0.30 before recovering partly to $.43 this morning. LUNA has lost almost 99% of its value	Steven Ehrlich	May 11, 2022
1433	What’s Happening With Johnson Controls Stock?	The company recently reported mixed Q2FY22 results, with earnings of $0.63 on a per share and adjusted basis falling in line, but revenue of $6.1 billion fell short of the $6.2 billion consensus estimate.	Trefis Team	May 11, 2022
1434	Chicken Soup To Acquire DVD Kiosk Merchant Redbox In $375 million Deal For Sagging SPAC	Amid stock market turmoil, Chicken Soup for the Soul Entertainment will slurp up ailing DVD kiosk merchant Redbox Entertainment.	Matt Schifrin	May 11, 2022
1435	This Futuristic Theme Is Holding Up Despite The Market Rout. Should You Buy?	While our theme of Space Stocks - which includes U.S.-based established aerospace players, upstart space companies, and satellite communications firms - has declined by about 9% year-to-date, it has considerably outperformed the broader S&P 500 which remains down by over 16% over the same period ...	Trefis Team	May 11, 2022
1436	The Benefits (And Dangers) Of Becoming A TikTok Influencer	It’s still a grind like any other platform, but you’re more likely to go viral in these early stages.	Bobby Hoyt	May 11, 2022
1437	Why Crypto’s Rough Year In India Just Got Worse	India’s latest decisions governing cryptocurrency portend turbulent times ahead for the country’s nascent but booming digital currency industry.	Ronak D. Desai	May 11, 2022
1438	Going ‘To Zero’—Panic Is Sweeping Crypto Markets, Hitting The Price Of Bitcoin, Ethereum, BNB, XRP, Cardano, Solana, Terra’s Luna And Avalanche	Bitcoin﻿ and cryptocurrency markets have fallen sharply after the controversial algorithmic stablecoin TerraUSD (UST) dropped further from its dollar peg...	Billy Bambrough	May 11, 2022
1439	Where Are Bitcoin Prices Heading Next After Falling Below $30,000?	Bitcoin prices fell to their lowest since July yesterday. What's next for the digital currency? Several experts offer their input.	Charles Bovaird	May 10, 2022
1440	Savers Regain Respect And Income	Savers are making a comeback	John S. Tobey	May 10, 2022
1441	Supplementary Review: Hillenbrand (HI), May 10, 2022	Fiscal 2022 Q2 net revenue rose 2.7% from the prior year to $742.0 million as sales gains of 4.4% and 6.2% in HI’s Advanced Process Solutions (APS) and Batesville segments to $314.6 million and $176.3 million more than offset a 1.5% decline in Molding Technology Solutions (MTS) segment sales [...]	Taesik Yoon	May 10, 2022
1442	The Worst Of The Stock Market Crash May Be Yet To Come, According To Wall Street's 'Fear Gauge' Signal	“If investors truly believed the bottom was near, we would likely see an even higher VIX,” says one analyst who warns of a “deeper selloff” ahead.	Jonathan Ponciano	May 10, 2022
1443	The Future Of Tax Policy For Remote Workers	Timothy Noonan of Hodgson Russ LLP discusses how some states tax remote employees and the effect of temporary pandemic tax changes.	Tax Notes Staff	May 10, 2022
1444	How Will Political And Economic Turmoil Impact Investment	This year's Global Investor Conference offers investors and investment enthusiasts an opportunity to learn about the latest trends in private equity and venture investments.	Rhett Power	May 10, 2022
1445	Consumers View Cryptocurrency As An Asset, Not A Payment Method...For Now	It's still early days for consumer cryptocurrency adoption in the US, with uptake varying widely by demographic.	Jordan McKee	May 10, 2022
1446	Elliott Urges Western Digital To Spin Off Flash Business	WDC, $56.53, Market Cap: $17.7 billion), recommending the Board to conduct a full strategic review of a value that could be created by separating the hard disk drives (HDD) and NAND flash memory (Flash) business through a spin-off transaction.	Joe Cornell	May 10, 2022
1447	Unstable Stablecoin: How Crypto’s Crash Broke The Buck For TerraUSD	A popular token pegged to the dollar dramatically collapsed on Monday, causing the crypto market capitalization to lose a staggering $300 billion.	Steven Ehrlich	May 10, 2022
1448	Grindr Lines Up A $2.1 Billion SPAC Deal Despite A Chilly Market, Privacy Concerns	Both SPACs and dating apps have run into recent trouble on Wall Street. Can Grindr buck the trend?	Kevin Dowd	May 10, 2022
1449	Warren Backs Student Loan Relief, But Makes Case For Targeted Student Loan Forgiveness	Did Elizabeth Warren make the case for targeted student loan cancellation?	Zack Friedman	May 10, 2022
1450	Can Ericsson Bounce Back From 20% Decline Last Month?	Ericsson’s most recent Q1 ’22 earnings saw revenue rise to $5.47 billion, up from $4.94 billion in Q1 ’21.	Trefis Team	May 10, 2022
1451	Peloton Shares Plunge As CEO Warns Fitness Company Is ‘Thinly Capitalized’	Once a pandemic stock darling, Peloton shares now sit near all-time lows.	Sergei Klebnikov	May 10, 2022
1452	Mainland Investors Buy Tencent And Meituan On Weakness	Asian equities were largely lower though China, Taiwan, Malaysia, and Thailand managed gains.	Brendan Ahern	May 10, 2022
1453	How Has Texas Instruments Stock Managed To Outperform The Markets Since ’18?	During this period, the company also witnessed a steady rise in revenue, and a substantial drop in the outstanding share count, which further boosted the company’s revenue per share and stock price.	Trefis Team	May 10, 2022
1454	Your Employees Want Financial Independence, Here’s What Your Company Can Do To Help	The American Psychological Association published its annual Stress in America study at the end of last year, reporting that 64% of adults identify money as a significant source of stress in their life.	Winnie Sun	May 10, 2022
